POC,"Pos(x,y)",Block_size(w*h),SplitSeries
0,"640,52",8*4,102827041
0,"648,52",8*4,102827041
0,"640,56",8*4,102827041
0,"648,56",8*4,102827041
0,"640,60",4*4,169935905
0,"644,60",8*4,169935905
0,"652,60",4*4,169935905
0,"656,48",4*4,169935905
0,"660,48",8*4,169935905
0,"668,48",4*4,169935905
0,"656,52",16*4,2163745
0,"656,56",8*4,102827041
0,"664,56",8*4,102827041
0,"656,60",16*4,2163745
0,"672,32",8*8,3212321
0,"680,32",8*4,70321185
0,"680,36",8*4,70321185
0,"672,40",4*4,169935905
0,"676,40",8*4,169935905
0,"684,40",4*4,169935905
0,"672,44",8*4,102827041
0,"680,44",8*4,102827041
0,"688,32",4*4,5375009
0,"692,32",8*4,5375009
0,"700,32",4*4,5375009
0,"688,36",8*4,70386721
0,"688,40",8*4,70386721
0,"696,36",8*4,70386721
0,"696,40",8*4,70386721
0,"688,44",4*4,103941153
0,"692,44",4*4,103941153
0,"696,44",4*4,103941153
0,"700,44",4*4,103941153
0,"672,48",8*4,70321185
0,"672,52",8*4,70321185
0,"680,48",8*4,70321185
0,"680,52",8*4,70321185
0,"672,56",16*4,2163745
0,"672,60",16*4,2163745
0,"688,48",4*4,5375009
0,"692,48",8*4,5375009
0,"700,48",4*4,5375009
0,"688,52",8*4,70386721
0,"688,56",8*4,70386721
0,"696,52",4*8,103941153
0,"700,52",4*8,103941153
0,"688,60",16*4,132129
0,"704,0",4*8,5309473
0,"708,0",8*4,72418337
0,"708,4",8*4,72418337
0,"716,0",4*8,5309473
0,"704,8",8*8,3212321
0,"712,8",8*4,70321185
0,"712,12",8*4,70321185
0,"720,0",8*4,3277857
0,"728,0",8*4,3277857
0,"720,4",8*8,3277857
0,"728,4",8*8,3277857
0,"720,12",4*4,5375009
0,"724,12",8*4,5375009
0,"732,12",4*4,5375009
0,"704,16",8*8,3212321
0,"712,16",4*8,103875617
0,"716,16",4*8,103875617
0,"704,24",8*8,3212321
0,"712,24",8*8,3212321
0,"720,16",4*8,103875617
0,"724,16",4*8,103875617
0,"728,16",8*4,70321185
0,"728,20",8*4,70321185
0,"720,24",8*4,102827041
0,"728,24",8*4,102827041
0,"720,28",4*4,169935905
0,"724,28",8*4,169935905
0,"732,28",4*4,169935905
0,"736,0",16*4,132129
0,"736,4",4*8,103941153
0,"740,4",4*8,103941153
0,"744,4",4*8,103941153
0,"748,4",4*8,103941153
0,"736,12",16*4,132129
0,"752,0",4*4,103941153
0,"756,0",4*4,103941153
0,"760,0",8*4,3277857
0,"752,4",8*8,3277857
0,"760,4",4*8,103941153
0,"764,4",4*8,103941153
0,"752,12",4*4,103941153
0,"756,12",4*4,103941153
0,"760,12",4*4,103941153
0,"764,12",4*4,103941153
0,"736,16",4*4,4359201
0,"736,20",4*8,4359201
0,"736,28",4*4,4359201
0,"740,16",8*4,69370913
0,"740,20",8*4,69370913
0,"740,24",8*8,2262049
0,"748,16",4*4,4359201
0,"748,20",4*8,4359201
0,"748,28",4*4,4359201
0,"752,16",4*8,5309473
0,"756,16",8*4,72418337
0,"756,20",8*4,72418337
0,"764,16",4*8,5309473
0,"752,24",16*8,66593
0,"704,32",4*8,103875617
0,"708,32",4*8,103875617
0,"712,32",8*8,3212321
0,"704,40",4*4,169935905
0,"708,40",8*4,169935905
0,"716,40",4*4,169935905
0,"704,44",8*4,102827041
0,"712,44",8*4,102827041
0,"720,32",8*4,69305377
0,"720,36",8*4,69305377
0,"720,40",8*4,69305377
0,"720,44",8*4,69305377
0,"728,32",8*8,2196513
0,"728,40",8*4,69305377
0,"728,44",8*4,69305377
0,"704,48",16*4,132129
0,"704,52",16*8,132129
0,"704,60",16*4,132129
0,"720,48",8*4,69305377
0,"720,52",8*4,69305377
0,"720,56",4*8,102859809
0,"724,56",4*8,102859809
0,"728,48",4*4,137462817
0,"728,52",4*8,137462817
0,"728,60",4*4,137462817
0,"732,48",4*8,70353953
0,"732,56",4*8,70353953
0,"736,32",8*8,33825
0,"744,32",8*8,33825
0,"736,40",8*8,33825
0,"744,40",8*8,33825
0,"752,32",4*4,5375009
0,"756,32",8*4,5375009
0,"764,32",4*4,5375009
0,"752,36",4*4,72483873
0,"752,40",4*4,72483873
0,"756,36",8*8,5375009
0,"764,36",4*4,72483873
0,"764,40",4*4,72483873
0,"752,44",4*4,5375009
0,"756,44",8*4,5375009
0,"764,44",4*4,5375009
0,"736,48",4*4,103941153
0,"740,48",4*4,103941153
0,"744,48",4*4,103941153
0,"748,48",4*4,103941153
0,"736,52",4*4,72483873
0,"736,56",4*4,72483873
0,"740,52",8*4,72483873
0,"740,56",8*4,72483873
0,"748,52",4*8,5375009
0,"736,60",16*4,132129
0,"752,48",4*8,2262049
0,"752,56",4*8,2262049
0,"756,48",8*4,4359201
0,"756,52",8*8,4359201
0,"756,60",8*4,4359201
0,"764,48",4*4,69370913
0,"764,52",4*4,69370913
0,"764,56",4*8,2262049
0,"640,64",4*4,4359201
0,"640,68",4*8,4359201
0,"640,76",4*4,4359201
0,"644,64",4*8,102925345
0,"648,64",4*8,102925345
0,"644,72",8*8,2262049
0,"652,64",4*4,4359201
0,"652,68",4*8,4359201
0,"652,76",4*4,4359201
0,"656,64",16*4,2163745
0,"656,68",8*4,102827041
0,"664,68",8*4,102827041
0,"656,72",16*4,2163745
0,"656,76",8*4,102827041
0,"664,76",8*4,102827041
0,"640,80",4*8,103875617
0,"644,80",4*8,103875617
0,"648,80",8*8,3212321
0,"640,88",4*4,169935905
0,"644,88",8*4,169935905
0,"652,88",4*4,169935905
0,"640,92",8*4,102827041
0,"648,92",8*4,102827041
0,"656,80",8*8,33825
0,"664,80",4*4,102794273
0,"668,80",4*4,102794273
0,"664,84",8*4,2130977
0,"656,88",4*8,3179553
0,"660,88",4*8,3179553
0,"664,88",8*4,2130977
0,"664,92",4*4,102794273
0,"668,92",4*4,102794273
0,"672,64",4*16,3245089
0,"676,64",4*8,70353953
0,"676,72",4*8,70353953
0,"680,64",4*8,70353953
0,"680,72",4*8,70353953
0,"684,64",4*16,3245089
0,"688,64",8*4,3277857
0,"696,64",8*4,3277857
0,"688,68",16*8,132129
0,"688,76",4*4,5375009
0,"692,76",8*4,5375009
0,"700,76",4*4,5375009
0,"672,80",8*4,70321185
0,"672,84",8*4,70321185
0,"680,80",4*8,103875617
0,"684,80",4*8,103875617
0,"672,88",4*4,169935905
0,"676,88",8*4,169935905
0,"684,88",4*4,169935905
0,"672,92",8*4,102827041
0,"680,92",8*4,102827041
0,"688,80",4*4,70288417
0,"688,84",4*4,70288417
0,"692,80",4*4,70288417
0,"692,84",4*4,70288417
0,"696,80",4*4,70288417
0,"696,84",4*4,70288417
0,"700,80",4*4,70288417
0,"700,84",4*4,70288417
0,"688,88",4*8,3179553
0,"692,88",4*4,70288417
0,"692,92",4*4,70288417
0,"696,88",4*4,102794273
0,"700,88",4*4,102794273
0,"696,92",4*4,102794273
0,"700,92",4*4,102794273
0,"640,96",8*8,3212321
0,"648,96",8*8,3212321
0,"640,104",4*4,169935905
0,"644,104",8*4,169935905
0,"652,104",4*4,169935905
0,"640,108",8*4,102827041
0,"648,108",8*4,102827041
0,"656,96",4*8,2262049
0,"656,104",4*4,69370913
0,"656,108",4*4,69370913
0,"660,96",4*4,105022497
0,"664,96",4*4,105022497
0,"660,100",4*8,105022497
0,"664,100",4*8,105022497
0,"660,108",4*4,105022497
0,"664,108",4*4,105022497
0,"668,96",4*8,2262049
0,"668,104",4*4,69370913
0,"668,108",4*4,69370913
0,"640,112",4*4,103941153
0,"644,112",4*4,103941153
0,"648,112",8*4,3277857
0,"640,116",4*8,103941153
0,"644,116",4*8,103941153
0,"648,116",8*4,70386721
0,"648,120",8*4,70386721
0,"640,124",16*4,132129
0,"656,112",8*4,4293665
0,"656,116",8*8,4293665
0,"656,124",8*4,4293665
0,"664,112",8*16,99361
0,"672,96",4*8,3179553
0,"676,96",4*4,70288417
0,"676,100",4*4,70288417
0,"680,96",4*8,3179553
0,"684,96",4*8,3179553
0,"672,104",4*8,3179553
0,"676,104",4*4,70288417
0,"676,108",4*4,70288417
0,"680,104",8*4,2130977
0,"680,108",4*4,102794273
0,"684,108",4*4,102794273
0,"688,96",8*8,33825
0,"696,96",8*4,2130977
0,"696,100",8*4,2130977
0,"688,104",4*4,102794273
0,"692,104",4*4,102794273
0,"688,108",4*4,102794273
0,"692,108",4*4,102794273
0,"696,104",8*4,2130977
0,"696,108",4*4,102794273
0,"700,108",4*4,102794273
0,"672,112",8*4,4293665
0,"672,116",8*8,4293665
0,"672,124",8*4,4293665
0,"680,112",8*8,2196513
0,"680,120",8*4,69305377
0,"680,124",8*4,69305377
0,"688,112",4*8,102859809
0,"692,112",4*8,102859809
0,"688,120",8*8,2196513
0,"696,112",4*4,104956961
0,"700,112",4*4,104956961
0,"696,116",8*8,4293665
0,"696,124",8*4,4293665
0,"704,64",16*4,2163745
0,"704,68",16*4,2163745
0,"704,72",4*4,169935905
0,"708,72",8*4,169935905
0,"716,72",4*4,169935905
0,"704,76",16*4,2163745
0,"720,64",8*4,4293665
0,"720,68",4*8,104956961
0,"724,68",4*8,104956961
0,"720,76",4*4,104956961
0,"724,76",4*4,104956961
0,"728,64",4*8,102859809
0,"732,64",4*8,102859809
0,"728,72",8*8,2196513
0,"704,80",8*8,3212321
0,"712,80",8*8,3212321
0,"704,88",4*4,169935905
0,"708,88",8*4,169935905
0,"716,88",4*4,169935905
0,"704,92",16*4,2163745
0,"720,80",8*4,70321185
0,"720,84",8*4,70321185
0,"728,80",4*8,103875617
0,"732,80",4*8,103875617
0,"720,88",4*8,5309473
0,"724,88",8*4,72418337
0,"724,92",8*4,72418337
0,"732,88",4*8,5309473
0,"736,64",4*4,70288417
0,"736,68",4*4,70288417
0,"740,64",4*8,3179553
0,"744,64",8*8,33825
0,"736,72",4*8,3179553
0,"740,72",4*8,3179553
0,"744,72",8*8,33825
0,"752,64",4*4,102794273
0,"756,64",4*4,102794273
0,"752,68",4*4,102794273
0,"756,68",4*4,102794273
0,"760,64",4*8,3179553
0,"764,64",4*8,3179553
0,"752,72",4*4,70288417
0,"752,76",4*4,70288417
0,"756,72",4*4,70288417
0,"756,76",4*4,70288417
0,"760,72",8*8,33825
0,"736,80",4*4,4359201
0,"736,84",4*8,4359201
0,"736,92",4*4,4359201
0,"740,80",8*4,4359201
0,"740,84",4*8,105022497
0,"744,84",4*8,105022497
0,"740,92",4*4,105022497
0,"744,92",4*4,105022497
0,"748,80",4*4,4359201
0,"748,84",4*8,4359201
0,"748,92",4*4,4359201
0,"752,80",4*4,72418337
0,"752,84",4*4,72418337
0,"756,80",8*4,72418337
0,"756,84",8*4,72418337
0,"764,80",4*8,5309473
0,"752,88",8*8,3212321
0,"760,88",8*4,70321185
0,"760,92",8*4,70321185
0,"704,96",4*8,103875617
0,"708,96",4*8,103875617
0,"712,96",8*8,3212321
0,"704,104",8*8,3212321
0,"712,104",4*8,103875617
0,"716,104",4*8,103875617
0,"720,96",4*16,164897
0,"724,96",8*8,2262049
0,"724,104",8*4,69370913
0,"724,108",8*4,69370913
0,"732,96",4*4,69370913
0,"732,100",4*4,69370913
0,"732,104",4*4,69370913
0,"732,108",4*4,69370913
0,"704,112",4*8,3179553
0,"708,112",4*4,70288417
0,"708,116",4*4,70288417
0,"712,112",4*4,70288417
0,"712,116",4*4,70288417
0,"716,112",4*4,70288417
0,"716,116",4*4,70288417
0,"704,120",4*4,102794273
0,"708,120",4*4,102794273
0,"704,124",8*4,2130977
0,"712,120",4*8,3179553
0,"716,120",4*4,70288417
0,"716,124",4*4,70288417
0,"720,112",8*4,4293665
0,"720,116",8*8,4293665
0,"720,124",8*4,4293665
0,"728,112",8*16,99361
0,"736,96",4*4,70288417
0,"736,100",4*4,70288417
0,"740,96",4*8,3179553
0,"744,96",4*4,70288417
0,"744,100",4*4,70288417
0,"748,96",4*8,3179553
0,"736,104",4*4,102794273
0,"740,104",4*4,102794273
0,"736,108",4*4,102794273
0,"740,108",4*4,102794273
0,"744,104",4*4,70288417
0,"744,108",4*4,70288417
0,"748,104",4*8,3179553
0,"752,96",8*4,2130977
0,"752,100",4*4,102794273
0,"756,100",4*4,102794273
0,"760,96",8*4,2130977
0,"760,100",8*4,2130977
0,"752,104",4*4,102794273
0,"756,104",4*4,102794273
0,"752,108",4*4,102794273
0,"756,108",4*4,102794273
0,"760,104",8*8,33825
0,"736,112",4*4,69370913
0,"736,116",4*4,69370913
0,"736,120",4*4,69370913
0,"736,124",4*4,69370913
0,"740,112",4*8,102925345
0,"744,112",4*8,102925345
0,"740,120",4*8,102925345
0,"744,120",4*8,102925345
0,"748,112",4*8,2262049
0,"748,120",4*4,69370913
0,"748,124",4*4,69370913
0,"752,112",8*4,69305377
0,"752,116",8*4,69305377
0,"752,120",4*8,102859809
0,"756,120",4*8,102859809
0,"760,112",8*8,2196513
0,"760,120",4*8,102859809
0,"764,120",4*8,102859809
0,"768,0",4*8,5309473
0,"772,0",8*4,72418337
0,"772,4",8*4,72418337
0,"780,0",4*4,72418337
0,"780,4",4*4,72418337
0,"768,8",8*8,3212321
0,"776,8",8*4,70321185
0,"776,12",8*4,70321185
0,"784,0",4*8,102859809
0,"788,0",4*8,102859809
0,"784,8",8*4,69305377
0,"784,12",8*4,69305377
0,"792,0",8*16,99361
0,"768,16",16*16,1057
0,"784,16",4*4,102794273
0,"788,16",4*4,102794273
0,"784,20",8*4,2130977
0,"792,16",8*8,33825
0,"784,24",8*8,33825
0,"792,24",8*4,2130977
0,"792,28",8*4,2130977
0,"800,0",8*4,2130977
0,"800,4",8*4,2130977
0,"808,0",8*8,33825
0,"800,8",4*4,70288417
0,"800,12",4*4,70288417
0,"804,8",4*4,70288417
0,"804,12",4*4,70288417
0,"808,8",8*8,33825
0,"816,0",8*4,70321185
0,"816,4",8*4,70321185
0,"824,0",8*4,70321185
0,"824,4",8*4,70321185
0,"816,8",16*8,66593
0,"800,16",4*4,102794273
0,"804,16",4*4,102794273
0,"800,20",8*4,2130977
0,"808,16",4*4,70288417
0,"808,20",4*4,70288417
0,"812,16",4*4,70288417
0,"812,20",4*4,70288417
0,"800,24",8*8,33825
0,"808,24",8*8,33825
0,"816,16",16*8,66593
0,"816,24",4*8,5309473
0,"820,24",8*8,5309473
0,"828,24",4*8,5309473
0,"768,32",4*16,3311649
0,"772,32",4*16,3311649
0,"776,32",16*4,4360225
0,"776,36",16*8,4360225
0,"776,44",16*4,4360225
0,"792,32",8*16,165921
0,"768,48",32*4,2164769
0,"768,52",32*4,2164769
0,"768,56",16*8,3213345
0,"784,56",16*8,3213345
0,"800,32",8*8,33825
0,"808,32",4*4,102794273
0,"812,32",4*4,102794273
0,"808,36",4*4,102794273
0,"812,36",4*4,102794273
0,"800,40",4*8,3179553
0,"804,40",4*4,70288417
0,"804,44",4*4,70288417
0,"808,40",4*4,70288417
0,"808,44",4*4,70288417
0,"812,40",4*4,70288417
0,"812,44",4*4,70288417
0,"816,32",4*4,70288417
0,"816,36",4*4,70288417
0,"820,32",4*8,3179553
0,"824,32",8*8,33825
0,"816,40",4*4,102794273
0,"820,40",4*4,102794273
0,"816,44",4*4,102794273
0,"820,44",4*4,102794273
0,"824,40",8*4,2130977
0,"824,44",8*4,2130977
0,"800,48",4*4,169935905
0,"804,48",8*4,169935905
0,"812,48",4*4,169935905
0,"800,52",4*4,169935905
0,"804,52",8*4,169935905
0,"812,52",4*4,169935905
0,"800,56",4*4,72418337
0,"800,60",4*4,72418337
0,"804,56",8*4,72418337
0,"804,60",8*4,72418337
0,"812,56",4*8,5309473
0,"816,48",4*4,72418337
0,"816,52",4*4,72418337
0,"820,48",8*8,5309473
0,"828,48",4*8,5309473
0,"816,56",8*4,70321185
0,"816,60",8*4,70321185
0,"824,56",8*8,3212321
0,"768,64",4*4,169935905
0,"772,64",8*4,169935905
0,"780,64",4*4,169935905
0,"768,68",4*4,169935905
0,"772,68",8*4,169935905
0,"780,68",4*4,169935905
0,"768,72",4*4,169935905
0,"772,72",8*4,169935905
0,"780,72",4*4,169935905
0,"768,76",8*4,102827041
0,"776,76",8*4,102827041
0,"784,64",16*4,132129
0,"784,68",8*8,3277857
0,"792,68",8*4,70386721
0,"792,72",8*4,70386721
0,"784,76",8*4,3277857
0,"792,76",4*4,103941153
0,"796,76",4*4,103941153
0,"768,80",8*8,3212321
0,"776,80",8*4,70321185
0,"776,84",8*4,70321185
0,"768,88",4*8,5309473
0,"772,88",8*8,5309473
0,"780,88",4*8,5309473
0,"784,80",8*4,69305377
0,"784,84",8*4,69305377
0,"784,88",8*4,69305377
0,"784,92",8*4,69305377
0,"792,80",8*4,69305377
0,"792,84",8*4,69305377
0,"792,88",8*8,2196513
0,"800,64",8*8,2196513
0,"800,72",4*8,102859809
0,"804,72",4*8,102859809
0,"808,64",4*8,70353953
0,"808,72",4*8,70353953
0,"812,64",4*8,70353953
0,"812,72",4*8,70353953
0,"816,64",8*4,3277857
0,"824,64",8*4,3277857
0,"816,68",8*8,3277857
0,"824,68",8*8,3277857
0,"816,76",4*4,5375009
0,"820,76",8*4,5375009
0,"828,76",4*4,5375009
0,"800,80",4*8,102859809
0,"804,80",4*8,102859809
0,"800,88",8*4,69305377
0,"800,92",8*4,69305377
0,"808,80",4*16,3245089
0,"812,80",4*4,137462817
0,"812,84",4*8,137462817
0,"812,92",4*4,137462817
0,"816,80",4*8,103875617
0,"820,80",4*8,103875617
0,"824,80",4*8,103875617
0,"828,80",4*8,103875617
0,"816,88",4*4,169935905
0,"820,88",8*4,169935905
0,"828,88",4*4,169935905
0,"816,92",8*4,102827041
0,"824,92",8*4,102827041
0,"768,96",4*8,3179553
0,"772,96",4*8,3179553
0,"776,96",4*8,3179553
0,"780,96",4*8,3179553
0,"768,104",4*4,70288417
0,"768,108",4*4,70288417
0,"772,104",4*4,70288417
0,"772,108",4*4,70288417
0,"776,104",4*8,3179553
0,"780,104",4*4,70288417
0,"780,108",4*4,70288417
0,"784,96",8*8,33825
0,"792,96",8*8,33825
0,"784,104",4*4,70288417
0,"784,108",4*4,70288417
0,"788,104",4*8,3179553
0,"792,104",8*8,33825
0,"768,112",4*4,103941153
0,"772,112",4*4,103941153
0,"776,112",8*4,3277857
0,"768,116",4*8,5375009
0,"772,116",8*4,72483873
0,"772,120",8*4,72483873
0,"780,116",4*4,72483873
0,"780,120",4*4,72483873
0,"768,124",16*4,132129
0,"784,112",4*4,5375009
0,"788,112",8*4,5375009
0,"796,112",4*4,5375009
0,"784,116",8*4,70386721
0,"784,120",8*4,70386721
0,"792,116",8*4,70386721
0,"792,120",8*4,70386721
0,"784,124",16*4,132129
0,"800,96",8*4,102827041
0,"808,96",8*4,102827041
0,"800,100",16*4,2163745
0,"800,104",4*4,169935905
0,"804,104",8*4,169935905
0,"812,104",4*4,169935905
0,"800,108",8*4,102827041
0,"808,108",8*4,102827041
0,"816,96",4*4,169935905
0,"820,96",8*4,169935905
0,"828,96",4*4,169935905
0,"816,100",8*4,102827041
0,"824,100",8*4,102827041
0,"816,104",4*4,72418337
0,"816,108",4*4,72418337
0,"820,104",8*4,72418337
0,"820,108",8*4,72418337
0,"828,104",4*4,72418337
0,"828,108",4*4,72418337
0,"800,112",4*4,102794273
0,"804,112",4*4,102794273
0,"800,116",8*4,2130977
0,"808,112",8*4,2130977
0,"808,116",4*4,102794273
0,"812,116",4*4,102794273
0,"800,120",4*4,102794273
0,"804,120",4*4,102794273
0,"800,124",8*4,2130977
0,"808,120",8*4,2130977
0,"808,124",8*4,2130977
0,"816,112",8*4,70321185
0,"816,116",8*4,70321185
0,"824,112",8*4,70321185
0,"824,116",8*4,70321185
0,"816,120",4*4,169935905
0,"820,120",8*4,169935905
0,"828,120",4*4,169935905
0,"816,124",16*4,2163745
0,"0,128",4*4,72418337
0,"0,132",4*4,72418337
0,"4,128",8*8,5309473
0,"12,128",4*4,72418337
0,"12,132",4*4,72418337
0,"0,136",4*4,169935905
0,"4,136",8*4,169935905
0,"12,136",4*4,169935905
0,"0,140",8*4,102827041
0,"8,140",8*4,102827041
0,"16,128",4*8,2262049
0,"16,136",4*4,69370913
0,"16,140",4*4,69370913
0,"20,128",4*8,102925345
0,"24,128",4*8,102925345
0,"20,136",4*8,102925345
0,"24,136",4*8,102925345
0,"28,128",4*4,4359201
0,"28,132",4*8,4359201
0,"28,140",4*4,4359201
0,"0,144",4*8,3179553
0,"4,144",4*8,3179553
0,"8,144",4*8,3179553
0,"12,144",4*8,3179553
0,"0,152",4*8,3179553
0,"4,152",4*8,3179553
0,"8,152",4*8,3179553
0,"12,152",4*8,3179553
0,"16,144",4*8,70353953
0,"16,152",4*8,70353953
0,"20,144",4*4,137462817
0,"20,148",4*8,137462817
0,"20,156",4*4,137462817
0,"24,144",8*4,69305377
0,"24,148",8*4,69305377
0,"24,152",4*8,102859809
0,"28,152",4*8,102859809
0,"32,128",4*4,169935905
0,"36,128",8*4,169935905
0,"44,128",4*4,169935905
0,"32,132",8*4,102827041
0,"40,132",8*4,102827041
0,"32,136",4*8,103875617
0,"36,136",4*8,103875617
0,"40,136",8*8,3212321
0,"48,128",4*4,104956961
0,"52,128",4*4,104956961
0,"48,132",8*8,4293665
0,"48,140",4*4,104956961
0,"52,140",4*4,104956961
0,"56,128",8*16,99361
0,"32,144",4*16,164897
0,"36,144",8*16,164897
0,"44,144",4*4,69370913
0,"44,148",4*4,69370913
0,"44,152",4*8,2262049
0,"48,144",4*8,5309473
0,"52,144",8*4,72418337
0,"52,148",8*4,72418337
0,"60,144",4*4,72418337
0,"60,148",4*4,72418337
0,"48,152",4*8,5309473
0,"52,152",8*4,72418337
0,"52,156",8*4,72418337
0,"60,152",4*8,5309473
0,"0,160",4*4,103941153
0,"4,160",4*4,103941153
0,"8,160",8*4,3277857
0,"0,164",8*8,3277857
0,"8,164",4*8,103941153
0,"12,164",4*8,103941153
0,"0,172",8*4,3277857
0,"8,172",4*4,103941153
0,"12,172",4*4,103941153
0,"16,160",4*8,102859809
0,"20,160",4*8,102859809
0,"16,168",4*8,102859809
0,"20,168",4*8,102859809
0,"24,160",4*4,137462817
0,"24,164",4*8,137462817
0,"24,172",4*4,137462817
0,"28,160",4*16,3245089
0,"0,176",8*8,2196513
0,"0,184",8*4,69305377
0,"0,188",8*4,69305377
0,"8,176",8*8,2196513
0,"8,184",8*8,2196513
0,"16,176",8*8,33825
0,"24,176",4*8,3179553
0,"28,176",4*8,3179553
0,"16,184",8*8,33825
0,"24,184",8*8,33825
0,"32,160",4*4,137462817
0,"32,164",4*8,137462817
0,"32,172",4*4,137462817
0,"36,160",4*16,3245089
0,"40,160",4*16,3245089
0,"44,160",4*8,70353953
0,"44,168",4*8,70353953
0,"48,160",4*16,164897
0,"52,160",8*8,2262049
0,"52,168",4*8,102925345
0,"56,168",4*8,102925345
0,"60,160",4*4,4359201
0,"60,164",4*8,4359201
0,"60,172",4*4,4359201
0,"32,176",8*4,69305377
0,"32,180",8*4,69305377
0,"32,184",8*8,2196513
0,"40,176",4*8,102859809
0,"44,176",4*8,102859809
0,"40,184",8*4,69305377
0,"40,188",8*4,69305377
0,"48,176",8*4,3277857
0,"56,176",8*4,3277857
0,"48,180",8*8,3277857
0,"56,180",4*8,103941153
0,"60,180",4*8,103941153
0,"48,188",8*4,3277857
0,"56,188",4*4,103941153
0,"60,188",4*4,103941153
0,"64,128",4*16,3245089
0,"68,128",4*8,70353953
0,"68,136",4*8,70353953
0,"72,128",4*4,137462817
0,"72,132",4*8,137462817
0,"72,140",4*4,137462817
0,"76,128",4*8,70353953
0,"76,136",4*8,70353953
0,"80,128",8*4,69305377
0,"80,132",8*4,69305377
0,"80,136",8*4,69305377
0,"80,140",8*4,69305377
0,"88,128",8*8,2196513
0,"88,136",4*8,102859809
0,"92,136",4*8,102859809
0,"64,144",8*4,4293665
0,"64,148",8*8,4293665
0,"64,156",8*4,4293665
0,"72,144",4*4,137462817
0,"72,148",4*8,137462817
0,"72,156",4*4,137462817
0,"76,144",4*16,3245089
0,"80,144",4*4,5375009
0,"84,144",8*4,5375009
0,"92,144",4*4,5375009
0,"80,148",4*8,5375009
0,"84,148",8*8,5375009
0,"92,148",4*4,72483873
0,"92,152",4*4,72483873
0,"80,156",4*4,5375009
0,"84,156",8*4,5375009
0,"92,156",4*4,5375009
0,"96,128",8*16,99361
0,"104,128",4*8,102859809
0,"108,128",4*8,102859809
0,"104,136",4*8,102859809
0,"108,136",4*8,102859809
0,"112,128",4*16,3245089
0,"116,128",4*8,70353953
0,"116,136",4*8,70353953
0,"120,128",4*8,102859809
0,"124,128",4*8,102859809
0,"120,136",4*8,102859809
0,"124,136",4*8,102859809
0,"96,144",4*4,169935905
0,"100,144",8*4,169935905
0,"108,144",4*4,169935905
0,"96,148",8*4,102827041
0,"104,148",8*4,102827041
0,"96,152",4*8,103875617
0,"100,152",4*8,103875617
0,"104,152",8*8,3212321
0,"112,144",4*8,102859809
0,"116,144",4*8,102859809
0,"112,152",4*8,102859809
0,"116,152",4*8,102859809
0,"120,144",8*16,99361
0,"64,160",4*4,4359201
0,"64,164",4*8,4359201
0,"64,172",4*4,4359201
0,"68,160",4*8,102925345
0,"72,160",4*8,102925345
0,"68,168",8*8,2262049
0,"76,160",4*16,164897
0,"80,160",4*4,70288417
0,"80,164",4*4,70288417
0,"84,160",4*4,70288417
0,"84,164",4*4,70288417
0,"88,160",4*8,3179553
0,"92,160",4*4,70288417
0,"92,164",4*4,70288417
0,"80,168",4*4,102794273
0,"84,168",4*4,102794273
0,"80,172",8*4,2130977
0,"88,168",8*4,2130977
0,"88,172",8*4,2130977
0,"64,176",4*8,102859809
0,"68,176",4*8,102859809
0,"64,184",8*8,2196513
0,"72,176",4*16,3245089
0,"76,176",4*16,3245089
0,"80,176",8*4,2130977
0,"80,180",4*4,102794273
0,"84,180",4*4,102794273
0,"88,176",8*8,33825
0,"80,184",8*8,33825
0,"88,184",8*8,33825
0,"96,160",4*8,102859809
0,"100,160",4*8,102859809
0,"96,168",8*4,69305377
0,"96,172",8*4,69305377
0,"104,160",8*16,99361
0,"112,160",4*16,3245089
0,"116,160",4*16,3245089
0,"120,160",8*16,99361
0,"96,176",8*8,2196513
0,"96,184",4*8,102859809
0,"100,184",4*8,102859809
0,"104,176",8*8,2196513
0,"104,184",8*4,69305377
0,"104,188",8*4,69305377
0,"112,176",8*4,70321185
0,"112,180",8*4,70321185
0,"120,176",8*8,3212321
0,"112,184",4*8,103875617
0,"116,184",4*8,103875617
0,"120,184",8*8,3212321
0,"0,192",8*8,33825
0,"8,192",8*8,33825
0,"0,200",4*8,3179553
0,"4,200",4*8,3179553
0,"8,200",4*4,102794273
0,"12,200",4*4,102794273
0,"8,204",8*4,2130977
0,"16,192",8*8,33825
0,"24,192",4*8,3179553
0,"28,192",4*8,3179553
0,"16,200",4*4,70288417
0,"16,204",4*4,70288417
0,"20,200",4*4,70288417
0,"20,204",4*4,70288417
0,"24,200",8*8,33825
0,"0,208",4*4,169935905
0,"4,208",8*4,169935905
0,"12,208",4*4,169935905
0,"0,212",8*4,102827041
0,"8,212",8*4,102827041
0,"0,216",8*4,102827041
0,"8,216",8*4,102827041
0,"0,220",16*4,2163745
0,"16,208",4*8,103875617
0,"20,208",4*8,103875617
0,"24,208",4*8,103875617
0,"28,208",4*8,103875617
0,"16,216",4*4,169935905
0,"20,216",8*4,169935905
0,"28,216",4*4,169935905
0,"16,220",4*4,169935905
0,"20,220",8*4,169935905
0,"28,220",4*4,169935905
0,"32,192",8*4,69305377
0,"32,196",8*4,69305377
0,"32,200",8*4,69305377
0,"32,204",8*4,69305377
0,"40,192",4*8,102859809
0,"44,192",4*8,102859809
0,"40,200",4*8,102859809
0,"44,200",4*8,102859809
