POC,"Pos(x,y)",Block_size(w*h),SplitSeries
0,"536,192",4*8,70353953
0,"536,200",4*8,70353953
0,"540,192",4*8,70353953
0,"540,200",4*8,70353953
0,"512,208",16*4,2163745
0,"512,212",4*4,169935905
0,"516,212",8*4,169935905
0,"524,212",4*4,169935905
0,"512,216",4*4,169935905
0,"516,216",8*4,169935905
0,"524,216",4*4,169935905
0,"512,220",8*4,102827041
0,"520,220",8*4,102827041
0,"528,208",4*16,3245089
0,"532,208",4*4,137462817
0,"532,212",4*8,137462817
0,"532,220",4*4,137462817
0,"536,208",8*4,69305377
0,"536,212",8*4,69305377
0,"536,216",4*8,102859809
0,"540,216",4*8,102859809
0,"544,192",16*4,132129
0,"544,196",16*8,132129
0,"544,204",8*4,3277857
0,"552,204",8*4,3277857
0,"560,192",8*4,102827041
0,"568,192",8*4,102827041
0,"560,196",16*4,2163745
0,"560,200",16*8,66593
0,"544,208",16*4,132129
0,"544,212",4*8,103941153
0,"548,212",4*8,103941153
0,"552,212",8*8,3277857
0,"544,220",16*4,132129
0,"560,208",4*8,3179553
0,"564,208",4*4,70288417
0,"564,212",4*4,70288417
0,"568,208",4*8,3179553
0,"572,208",4*8,3179553
0,"560,216",4*4,70288417
0,"560,220",4*4,70288417
0,"564,216",4*8,3179553
0,"568,216",8*8,33825
0,"512,224",4*4,5375009
0,"516,224",8*4,5375009
0,"524,224",4*4,5375009
0,"512,228",4*8,103941153
0,"516,228",4*8,103941153
0,"520,228",8*4,70386721
0,"520,232",8*4,70386721
0,"512,236",8*4,3277857
0,"520,236",8*4,3277857
0,"528,224",4*8,102859809
0,"532,224",4*8,102859809
0,"528,232",4*8,102859809
0,"532,232",4*8,102859809
0,"536,224",4*8,102859809
0,"540,224",4*8,102859809
0,"536,232",8*8,2196513
0,"512,240",4*8,103875617
0,"516,240",4*8,103875617
0,"520,240",8*4,70321185
0,"520,244",8*4,70321185
0,"512,248",4*4,169935905
0,"516,248",8*4,169935905
0,"524,248",4*4,169935905
0,"512,252",8*4,102827041
0,"520,252",8*4,102827041
0,"528,240",8*8,33825
0,"536,240",4*8,3179553
0,"540,240",4*4,70288417
0,"540,244",4*4,70288417
0,"528,248",4*4,70288417
0,"528,252",4*4,70288417
0,"532,248",4*8,3179553
0,"536,248",4*4,102794273
0,"540,248",4*4,102794273
0,"536,252",8*4,2130977
0,"544,224",4*16,3245089
0,"548,224",4*8,70353953
0,"548,232",4*8,70353953
0,"552,224",8*16,99361
0,"560,224",4*16,164897
0,"564,224",8*16,164897
0,"572,224",4*4,4359201
0,"572,228",4*8,4359201
0,"572,236",4*4,4359201
0,"544,240",8*4,2130977
0,"544,244",8*4,2130977
0,"552,240",4*4,70288417
0,"552,244",4*4,70288417
0,"556,240",4*4,70288417
0,"556,244",4*4,70288417
0,"544,248",8*8,33825
0,"552,248",4*4,70288417
0,"552,252",4*4,70288417
0,"556,248",4*4,70288417
0,"556,252",4*4,70288417
0,"560,240",4*4,137462817
0,"560,244",4*8,137462817
0,"560,252",4*4,137462817
0,"564,240",4*8,70353953
0,"564,248",4*8,70353953
0,"568,240",8*4,69305377
0,"568,244",8*4,69305377
0,"568,248",8*8,2196513
0,"576,192",8*8,3212321
0,"584,192",8*4,70321185
0,"584,196",8*4,70321185
0,"576,200",4*4,72418337
0,"576,204",4*4,72418337
0,"580,200",8*8,5309473
0,"588,200",4*8,5309473
0,"592,192",8*4,4293665
0,"592,196",4*8,104956961
0,"596,196",4*8,104956961
0,"592,204",8*4,4293665
0,"600,192",8*4,69305377
0,"600,196",8*4,69305377
0,"600,200",8*4,69305377
0,"600,204",8*4,69305377
0,"576,208",16*4,2163745
0,"576,212",16*4,2163745
0,"576,216",4*8,5309473
0,"580,216",8*8,5309473
0,"588,216",4*4,72418337
0,"588,220",4*4,72418337
0,"592,208",4*4,72418337
0,"592,212",4*4,72418337
0,"596,208",8*4,72418337
0,"596,212",8*4,72418337
0,"604,208",4*4,72418337
0,"604,212",4*4,72418337
0,"592,216",4*4,72418337
0,"592,220",4*4,72418337
0,"596,216",8*4,72418337
0,"596,220",8*4,72418337
0,"604,216",4*8,5309473
0,"608,192",8*4,70321185
0,"608,196",8*4,70321185
0,"616,192",4*8,103875617
0,"620,192",4*8,103875617
0,"608,200",4*4,72418337
0,"608,204",4*4,72418337
0,"612,200",8*8,5309473
0,"620,200",4*4,72418337
0,"620,204",4*4,72418337
0,"624,192",8*4,102827041
0,"632,192",8*4,102827041
0,"624,196",4*4,169935905
0,"628,196",8*4,169935905
0,"636,196",4*4,169935905
0,"624,200",8*4,102827041
0,"632,200",8*4,102827041
0,"624,204",16*4,2163745
0,"608,208",4*8,103875617
0,"612,208",4*8,103875617
0,"616,208",8*4,70321185
0,"616,212",8*4,70321185
0,"608,216",8*4,70321185
0,"608,220",8*4,70321185
0,"616,216",8*8,3212321
0,"624,208",4*8,103875617
0,"628,208",4*8,103875617
0,"632,208",8*4,70321185
0,"632,212",8*4,70321185
0,"624,216",8*4,102827041
0,"632,216",8*4,102827041
0,"624,220",8*4,102827041
0,"632,220",8*4,102827041
0,"576,224",4*16,164897
0,"580,224",4*8,102925345
0,"584,224",4*8,102925345
0,"580,232",8*4,69370913
0,"580,236",8*4,69370913
0,"588,224",4*4,69370913
0,"588,228",4*4,69370913
0,"588,232",4*8,2262049
0,"592,224",4*4,102794273
0,"596,224",4*4,102794273
0,"592,228",4*4,102794273
0,"596,228",4*4,102794273
0,"600,224",4*8,3179553
0,"604,224",4*8,3179553
0,"592,232",8*8,33825
0,"600,232",8*8,33825
0,"576,240",4*8,2262049
0,"576,248",4*8,2262049
0,"580,240",8*8,2262049
0,"580,248",8*8,2262049
0,"588,240",4*4,4359201
0,"588,244",4*8,4359201
0,"588,252",4*4,4359201
0,"592,240",4*8,2262049
0,"592,248",4*8,2262049
0,"596,240",4*8,102925345
0,"600,240",4*8,102925345
0,"596,248",8*8,2262049
0,"604,240",4*8,2262049
0,"604,248",4*4,69370913
0,"604,252",4*4,69370913
0,"608,224",16*4,2163745
0,"608,228",8*4,102827041
0,"616,228",8*4,102827041
0,"608,232",16*4,2163745
0,"608,236",8*4,102827041
0,"616,236",8*4,102827041
0,"624,224",16*8,66593
0,"624,232",8*4,102827041
0,"632,232",8*4,102827041
0,"624,236",16*4,2163745
0,"608,240",16*4,2163745
0,"608,244",4*4,169935905
0,"612,244",8*4,169935905
0,"620,244",4*4,169935905
0,"608,248",4*8,103875617
0,"612,248",4*8,103875617
0,"616,248",8*4,70321185
0,"616,252",8*4,70321185
0,"624,240",4*8,5309473
0,"628,240",8*4,72418337
0,"628,244",8*4,72418337
0,"636,240",4*8,5309473
0,"624,248",16*8,66593
0,"640,128",8*4,2130977
0,"640,132",4*4,102794273
0,"644,132",4*4,102794273
0,"648,128",4*4,70288417
0,"648,132",4*4,70288417
0,"652,128",4*8,3179553
0,"640,136",4*4,70288417
0,"640,140",4*4,70288417
0,"644,136",4*8,3179553
0,"648,136",8*4,2130977
0,"648,140",8*4,2130977
0,"656,128",16*4,132129
0,"656,132",4*8,5375009
0,"660,132",8*8,5375009
0,"668,132",4*8,5375009
0,"656,140",4*4,103941153
0,"660,140",4*4,103941153
0,"664,140",8*4,3277857
0,"640,144",4*4,102794273
0,"644,144",4*4,102794273
0,"640,148",4*4,102794273
0,"644,148",4*4,102794273
0,"648,144",8*4,2130977
0,"648,148",8*4,2130977
0,"640,152",4*8,3179553
0,"644,152",4*8,3179553
0,"648,152",4*8,3179553
0,"652,152",4*8,3179553
0,"656,144",4*4,102794273
0,"660,144",4*4,102794273
0,"656,148",8*4,2130977
0,"664,144",8*4,2130977
0,"664,148",8*4,2130977
0,"656,152",8*8,33825
0,"664,152",4*4,70288417
0,"664,156",4*4,70288417
0,"668,152",4*8,3179553
0,"672,128",8*8,3212321
0,"680,128",8*8,3212321
0,"672,136",4*4,169935905
0,"676,136",8*4,169935905
0,"684,136",4*4,169935905
0,"672,140",8*4,102827041
0,"680,140",8*4,102827041
0,"688,128",8*4,2130977
0,"688,132",8*4,2130977
0,"696,128",4*4,102794273
0,"700,128",4*4,102794273
0,"696,132",4*4,102794273
0,"700,132",4*4,102794273
0,"688,136",4*8,3179553
0,"692,136",4*4,70288417
0,"692,140",4*4,70288417
0,"696,136",4*4,102794273
0,"700,136",4*4,102794273
0,"696,140",8*4,2130977
0,"672,144",8*4,4293665
0,"672,148",8*8,4293665
0,"672,156",8*4,4293665
0,"680,144",8*4,69305377
0,"680,148",8*4,69305377
0,"680,152",4*8,102859809
0,"684,152",4*8,102859809
0,"688,144",8*4,70321185
0,"688,148",8*4,70321185
0,"696,144",8*8,3212321
0,"688,152",4*4,169935905
0,"692,152",8*4,169935905
0,"700,152",4*4,169935905
0,"688,156",16*4,2163745
0,"640,160",8*4,102827041
0,"648,160",8*4,102827041
0,"640,164",16*4,2163745
0,"640,168",8*4,102827041
0,"648,168",8*4,102827041
0,"640,172",8*4,102827041
0,"648,172",8*4,102827041
0,"656,160",8*4,3277857
0,"664,160",4*4,103941153
0,"668,160",4*4,103941153
0,"656,164",8*4,70386721
0,"656,168",8*4,70386721
0,"664,164",4*8,103941153
0,"668,164",4*8,103941153
0,"656,172",4*4,5375009
0,"660,172",8*4,5375009
0,"668,172",4*4,5375009
0,"640,176",16*4,2163745
0,"640,180",16*4,2163745
0,"640,184",16*4,2163745
0,"640,188",4*4,169935905
0,"644,188",8*4,169935905
0,"652,188",4*4,169935905
0,"656,176",4*8,102859809
0,"660,176",4*8,102859809
0,"656,184",4*8,102859809
0,"660,184",4*8,102859809
0,"664,176",4*16,3245089
0,"668,176",4*8,70353953
0,"668,184",4*8,70353953
0,"672,160",4*8,3179553
0,"676,160",4*4,70288417
0,"676,164",4*4,70288417
0,"680,160",4*8,3179553
0,"684,160",4*4,70288417
0,"684,164",4*4,70288417
0,"672,168",8*4,2130977
0,"672,172",8*4,2130977
0,"680,168",4*4,70288417
0,"680,172",4*4,70288417
0,"684,168",4*4,70288417
0,"684,172",4*4,70288417
0,"688,160",4*4,102794273
0,"692,160",4*4,102794273
0,"688,164",4*4,102794273
0,"692,164",4*4,102794273
0,"696,160",4*8,3179553
0,"700,160",4*8,3179553
0,"688,168",4*4,102794273
0,"692,168",4*4,102794273
0,"688,172",8*4,2130977
0,"696,168",8*8,33825
0,"672,176",4*4,72418337
0,"672,180",4*4,72418337
0,"676,176",8*4,72418337
0,"676,180",8*4,72418337
0,"684,176",4*8,5309473
0,"672,184",8*4,70321185
0,"672,188",8*4,70321185
0,"680,184",8*4,70321185
0,"680,188",8*4,70321185
0,"688,176",8*4,3277857
0,"696,176",8*4,3277857
0,"688,180",4*8,5375009
0,"692,180",8*4,72483873
0,"692,184",8*4,72483873
0,"700,180",4*8,5375009
0,"688,188",4*4,5375009
0,"692,188",8*4,5375009
0,"700,188",4*4,5375009
0,"704,128",4*4,102794273
0,"708,128",4*4,102794273
0,"704,132",4*4,102794273
0,"708,132",4*4,102794273
0,"712,128",8*8,33825
0,"704,136",4*4,102794273
0,"708,136",4*4,102794273
0,"704,140",8*4,2130977
0,"712,136",4*4,102794273
0,"716,136",4*4,102794273
0,"712,140",8*4,2130977
0,"720,128",8*8,2196513
0,"720,136",8*4,69305377
0,"720,140",8*4,69305377
0,"728,128",8*16,99361
0,"704,144",8*4,4293665
0,"704,148",8*8,4293665
0,"704,156",8*4,4293665
0,"712,144",8*8,2196513
0,"712,152",8*4,69305377
0,"712,156",8*4,69305377
0,"720,144",4*8,70353953
0,"720,152",4*8,70353953
0,"724,144",4*16,3245089
0,"728,144",4*16,3245089
0,"732,144",4*4,137462817
0,"732,148",4*8,137462817
0,"732,156",4*4,137462817
0,"736,128",16*4,132129
0,"736,132",4*8,5375009
0,"740,132",8*4,72483873
0,"740,136",8*4,72483873
0,"748,132",4*4,72483873
0,"748,136",4*4,72483873
0,"736,140",16*4,132129
0,"752,128",8*4,102827041
0,"760,128",8*4,102827041
0,"752,132",4*4,169935905
0,"756,132",8*4,169935905
0,"764,132",4*4,169935905
0,"752,136",8*4,70321185
0,"752,140",8*4,70321185
0,"760,136",4*8,103875617
0,"764,136",4*8,103875617
0,"736,144",8*8,33825
0,"744,144",8*8,33825
0,"736,152",8*4,2130977
0,"736,156",8*4,2130977
0,"744,152",8*8,33825
0,"752,144",4*4,69370913
0,"752,148",4*4,69370913
0,"752,152",4*8,2262049
0,"756,144",8*4,69370913
0,"756,148",8*4,69370913
0,"756,152",8*8,2262049
0,"764,144",4*16,164897
0,"704,160",16*4,132129
0,"704,164",8*8,3277857
0,"712,164",8*8,3277857
0,"704,172",4*4,5375009
0,"708,172",8*4,5375009
0,"716,172",4*4,5375009
0,"720,160",4*4,137462817
0,"720,164",4*8,137462817
0,"720,172",4*4,137462817
0,"724,160",4*16,3245089
0,"728,160",4*4,137462817
0,"728,164",4*8,137462817
0,"728,172",4*4,137462817
0,"732,160",4*4,137462817
0,"732,164",4*8,137462817
0,"732,172",4*4,137462817
0,"704,176",4*8,5309473
0,"708,176",8*4,72418337
0,"708,180",8*4,72418337
0,"716,176",4*8,5309473
0,"704,184",4*4,72418337
0,"704,188",4*4,72418337
0,"708,184",8*8,5309473
0,"716,184",4*4,72418337
0,"716,188",4*4,72418337
0,"720,176",4*8,3179553
0,"724,176",4*4,70288417
0,"724,180",4*4,70288417
0,"728,176",4*8,3179553
0,"732,176",4*8,3179553
0,"720,184",4*4,70288417
0,"720,188",4*4,70288417
0,"724,184",4*8,3179553
0,"728,184",8*4,2130977
0,"728,188",4*4,102794273
0,"732,188",4*4,102794273
0,"736,160",8*8,2196513
0,"736,168",8*8,2196513
0,"744,160",4*4,137462817
0,"744,164",4*8,137462817
0,"744,172",4*4,137462817
0,"748,160",4*4,137462817
0,"748,164",4*8,137462817
0,"748,172",4*4,137462817
0,"752,160",8*4,4293665
0,"752,164",8*8,4293665
0,"752,172",8*4,4293665
0,"760,160",4*8,102859809
0,"764,160",4*8,102859809
0,"760,168",8*4,69305377
0,"760,172",8*4,69305377
0,"736,176",8*8,3212321
0,"744,176",4*8,103875617
0,"748,176",4*8,103875617
0,"736,184",16*4,2163745
0,"736,188",4*4,169935905
0,"740,188",8*4,169935905
0,"748,188",4*4,169935905
0,"752,176",4*4,102794273
0,"756,176",4*4,102794273
0,"752,180",8*4,2130977
0,"760,176",4*8,3179553
0,"764,176",4*4,70288417
0,"764,180",4*4,70288417
0,"752,184",8*8,33825
0,"760,184",4*8,3179553
0,"764,184",4*8,3179553
0,"640,192",4*4,5375009
0,"644,192",8*4,5375009
0,"652,192",4*4,5375009
0,"640,196",16*8,132129
0,"640,204",16*4,132129
0,"656,192",4*4,70288417
0,"656,196",4*4,70288417
0,"660,192",4*8,3179553
0,"664,192",8*8,33825
0,"656,200",4*8,3179553
0,"660,200",4*4,70288417
0,"660,204",4*4,70288417
0,"664,200",4*8,3179553
0,"668,200",4*8,3179553
0,"640,208",16*4,132129
0,"640,212",16*8,132129
0,"640,220",16*4,132129
0,"656,208",4*8,2262049
0,"656,216",4*4,69370913
0,"656,220",4*4,69370913
0,"660,208",8*8,2262049
0,"660,216",8*8,2262049
0,"668,208",4*8,2262049
0,"668,216",4*8,2262049
0,"672,192",4*4,4359201
0,"672,196",4*8,4359201
0,"672,204",4*4,4359201
0,"676,192",8*4,4359201
0,"676,196",4*8,105022497
0,"680,196",4*8,105022497
0,"676,204",8*4,4359201
0,"684,192",4*8,2262049
0,"684,200",4*8,2262049
0,"688,192",8*8,33825
0,"696,192",8*8,33825
0,"688,200",4*4,70288417
0,"688,204",4*4,70288417
0,"692,200",4*8,3179553
0,"696,200",8*8,33825
0,"672,208",8*8,3212321
0,"680,208",8*4,70321185
0,"680,212",8*4,70321185
0,"672,216",16*8,66593
0,"688,208",4*4,69370913
0,"688,212",4*4,69370913
0,"688,216",4*4,69370913
0,"688,220",4*4,69370913
0,"692,208",8*16,164897
0,"700,208",4*16,164897
0,"640,224",4*8,2262049
0,"640,232",4*4,69370913
0,"640,236",4*4,69370913
0,"644,224",8*4,69370913
0,"644,228",8*4,69370913
0,"644,232",8*8,2262049
0,"652,224",4*4,69370913
0,"652,228",4*4,69370913
0,"652,232",4*8,2262049
0,"656,224",4*4,104956961
0,"660,224",4*4,104956961
0,"656,228",4*8,104956961
0,"660,228",4*8,104956961
0,"656,236",4*4,104956961
0,"660,236",4*4,104956961
0,"664,224",4*8,70353953
0,"664,232",4*8,70353953
0,"668,224",4*4,137462817
0,"668,228",4*8,137462817
0,"668,236",4*4,137462817
0,"640,240",4*4,5375009
0,"644,240",8*4,5375009
0,"652,240",4*4,5375009
0,"640,244",16*8,132129
0,"640,252",16*4,132129
0,"656,240",4*4,103941153
0,"660,240",4*4,103941153
0,"664,240",4*4,103941153
0,"668,240",4*4,103941153
0,"656,244",8*8,3277857
0,"664,244",4*8,103941153
0,"668,244",4*8,103941153
0,"656,252",4*4,5375009
0,"660,252",8*4,5375009
0,"668,252",4*4,5375009
0,"672,224",16*4,132129
0,"672,228",4*8,5375009
0,"676,228",8*4,72483873
0,"676,232",8*4,72483873
0,"684,228",4*8,5375009
0,"672,236",16*4,132129
0,"688,224",4*4,4359201
0,"688,228",4*8,4359201
0,"688,236",4*4,4359201
0,"692,224",8*4,69370913
0,"692,228",8*4,69370913
0,"692,232",8*8,2262049
0,"700,224",4*4,4359201
0,"700,228",4*8,4359201
0,"700,236",4*4,4359201
0,"672,240",8*8,33825
0,"680,240",4*4,102794273
0,"684,240",4*4,102794273
0,"680,244",8*4,2130977
0,"672,248",8*4,2130977
0,"672,252",8*4,2130977
0,"680,248",8*4,2130977
0,"680,252",8*4,2130977
0,"688,240",4*4,102794273
0,"692,240",4*4,102794273
0,"688,244",8*4,2130977
0,"696,240",4*4,102794273
0,"700,240",4*4,102794273
0,"696,244",4*4,102794273
0,"700,244",4*4,102794273
0,"688,248",8*8,33825
0,"696,248",8*4,2130977
0,"696,252",4*4,102794273
0,"700,252",4*4,102794273
0,"704,192",4*8,70353953
0,"704,200",4*8,70353953
0,"708,192",4*4,137462817
0,"708,196",4*8,137462817
0,"708,204",4*4,137462817
0,"712,192",8*4,69305377
0,"712,196",8*4,69305377
0,"712,200",8*8,2196513
0,"720,192",16*4,132129
0,"720,196",16*8,132129
0,"720,204",4*4,5375009
0,"724,204",8*4,5375009
0,"732,204",4*4,5375009
0,"704,208",8*8,33825
0,"712,208",4*4,102794273
0,"716,208",4*4,102794273
0,"712,212",8*4,2130977
0,"704,216",4*4,102794273
0,"708,216",4*4,102794273
0,"704,220",4*4,102794273
0,"708,220",4*4,102794273
0,"712,216",8*8,33825
0,"720,208",8*16,99361
0,"728,208",8*4,69305377
0,"728,212",8*4,69305377
0,"728,216",8*8,2196513
0,"736,192",8*4,102827041
0,"744,192",8*4,102827041
0,"736,196",4*4,169935905
0,"740,196",8*4,169935905
0,"748,196",4*4,169935905
0,"736,200",4*8,5309473
0,"740,200",8*4,72418337
0,"740,204",8*4,72418337
0,"748,200",4*4,72418337
0,"748,204",4*4,72418337
0,"752,192",8*8,33825
0,"760,192",4*4,102794273
0,"764,192",4*4,102794273
0,"760,196",4*4,102794273
0,"764,196",4*4,102794273
0,"752,200",4*4,102794273
0,"756,200",4*4,102794273
0,"752,204",4*4,102794273
0,"756,204",4*4,102794273
0,"760,200",4*8,3179553
0,"764,200",4*8,3179553
0,"736,208",4*4,102794273
0,"740,208",4*4,102794273
0,"736,212",4*4,102794273
0,"740,212",4*4,102794273
0,"744,208",8*4,2130977
0,"744,212",4*4,102794273
0,"748,212",4*4,102794273
0,"736,216",8*8,33825
0,"744,216",8*4,2130977
0,"744,220",8*4,2130977
0,"752,208",4*8,3179553
0,"756,208",4*4,70288417
0,"756,212",4*4,70288417
0,"760,208",8*8,33825
0,"752,216",4*4,102794273
0,"756,216",4*4,102794273
0,"752,220",8*4,2130977
0,"760,216",8*4,2130977
0,"760,220",8*4,2130977
0,"704,224",4*8,2262049
0,"704,232",4*8,2262049
0,"708,224",8*16,164897
0,"716,224",4*16,164897
0,"720,224",4*4,5375009
0,"724,224",8*4,5375009
0,"732,224",4*4,5375009
0,"720,228",4*8,103941153
0,"724,228",4*8,103941153
0,"728,228",8*4,70386721
0,"728,232",8*4,70386721
0,"720,236",8*4,3277857
0,"728,236",4*4,103941153
0,"732,236",4*4,103941153
0,"704,240",4*16,164897
0,"708,240",8*4,69370913
0,"708,244",8*4,69370913
0,"708,248",4*8,102925345
0,"712,248",4*8,102925345
0,"716,240",4*4,4359201
0,"716,244",4*8,4359201
0,"716,252",4*4,4359201
0,"720,240",8*8,33825
0,"728,240",8*4,2130977
0,"728,244",4*4,102794273
0,"732,244",4*4,102794273
0,"720,248",4*4,70288417
0,"720,252",4*4,70288417
0,"724,248",4*8,3179553
0,"728,248",8*8,33825
0,"736,224",8*4,4293665
0,"736,228",4*8,104956961
0,"740,228",4*8,104956961
0,"736,236",8*4,4293665
0,"744,224",8*4,4293665
0,"744,228",8*8,4293665
0,"744,236",8*4,4293665
0,"752,224",4*8,2262049
0,"752,232",4*8,2262049
0,"756,224",8*4,69370913
0,"756,228",8*4,69370913
0,"756,232",8*8,2262049
0,"764,224",4*16,164897
0,"736,240",8*8,33825
0,"744,240",8*4,2130977
0,"744,244",4*4,102794273
0,"748,244",4*4,102794273
0,"736,248",8*8,33825
0,"744,248",4*8,3179553
0,"748,248",4*4,70288417
0,"748,252",4*4,70288417
0,"752,240",8*4,3277857
0,"760,240",8*4,3277857
0,"752,244",4*4,72483873
0,"752,248",4*4,72483873
0,"756,244",8*4,72483873
0,"756,248",8*4,72483873
0,"764,244",4*4,72483873
0,"764,248",4*4,72483873
0,"752,252",16*4,132129
0,"768,128",4*4,70288417
0,"768,132",4*4,70288417
0,"772,128",4*8,3179553
0,"776,128",8*4,2130977
0,"776,132",8*4,2130977
0,"768,136",4*4,70288417
0,"768,140",4*4,70288417
0,"772,136",4*8,3179553
0,"776,136",8*8,33825
0,"784,128",4*4,169935905
0,"788,128",8*4,169935905
0,"796,128",4*4,169935905
0,"784,132",4*4,169935905
0,"788,132",8*4,169935905
0,"796,132",4*4,169935905
0,"784,136",8*4,102827041
0,"792,136",8*4,102827041
0,"784,140",4*4,169935905
0,"788,140",8*4,169935905
0,"796,140",4*4,169935905
0,"768,144",8*8,3212321
0,"776,144",8*4,70321185
0,"776,148",8*4,70321185
0,"768,152",4*8,103875617
0,"772,152",4*8,103875617
0,"776,152",8*4,70321185
0,"776,156",8*4,70321185
0,"784,144",4*8,102859809
0,"788,144",4*8,102859809
0,"784,152",8*4,69305377
0,"784,156",8*4,69305377
0,"792,144",8*4,69305377
0,"792,148",8*4,69305377
0,"792,152",4*8,102859809
0,"796,152",4*8,102859809
0,"800,128",4*8,5309473
0,"804,128",8*4,72418337
0,"804,132",8*4,72418337
0,"812,128",4*8,5309473
0,"800,136",4*4,169935905
0,"804,136",8*4,169935905
0,"812,136",4*4,169935905
0,"800,140",4*4,169935905
0,"804,140",8*4,169935905
0,"812,140",4*4,169935905
0,"816,128",8*8,33825
0,"824,128",8*4,2130977
0,"824,132",4*4,102794273
0,"828,132",4*4,102794273
0,"816,136",8*8,33825
0,"824,136",8*4,2130977
0,"824,140",8*4,2130977
0,"800,144",8*4,69305377
0,"800,148",8*4,69305377
0,"800,152",8*4,69305377
0,"800,156",8*4,69305377
0,"808,144",4*8,102859809
0,"812,144",4*8,102859809
0,"808,152",8*4,69305377
0,"808,156",8*4,69305377
0,"816,144",4*4,102794273
0,"820,144",4*4,102794273
0,"816,148",4*4,102794273
0,"820,148",4*4,102794273
0,"824,144",8*8,33825
0,"816,152",4*4,102794273
0,"820,152",4*4,102794273
0,"816,156",8*4,2130977
0,"824,152",4*4,102794273
0,"828,152",4*4,102794273
0,"824,156",4*4,102794273
0,"828,156",4*4,102794273
0,"768,160",4*4,72418337
0,"768,164",4*4,72418337
0,"772,160",8*8,5309473
0,"780,160",4*4,72418337
0,"780,164",4*4,72418337
0,"768,168",4*4,169935905
0,"772,168",8*4,169935905
0,"780,168",4*4,169935905
0,"768,172",8*4,102827041
0,"776,172",8*4,102827041
0,"784,160",4*4,4359201
0,"784,164",4*8,4359201
0,"784,172",4*4,4359201
0,"788,160",4*8,102925345
0,"792,160",4*8,102925345
0,"788,168",4*8,102925345
0,"792,168",4*8,102925345
0,"796,160",4*4,4359201
0,"796,164",4*8,4359201
0,"796,172",4*4,4359201
0,"768,176",4*16,3245089
0,"772,176",4*4,137462817
0,"772,180",4*8,137462817
0,"772,188",4*4,137462817
0,"776,176",4*4,137462817
0,"776,180",4*8,137462817
0,"776,188",4*4,137462817
0,"780,176",4*16,3245089
0,"784,176",4*8,3179553
0,"788,176",4*8,3179553
0,"792,176",4*4,102794273
0,"796,176",4*4,102794273
0,"792,180",4*4,102794273
0,"796,180",4*4,102794273
0,"784,184",4*8,3179553
0,"788,184",4*4,70288417
0,"788,188",4*4,70288417
0,"792,184",4*4,70288417
0,"792,188",4*4,70288417
0,"796,184",4*8,3179553
0,"800,160",4*8,2262049
0,"800,168",4*4,69370913
0,"800,172",4*4,69370913
0,"804,160",8*4,4359201
0,"804,164",4*8,105022497
0,"808,164",4*8,105022497
0,"804,172",8*4,4359201
0,"812,160",4*4,69370913
0,"812,164",4*4,69370913
0,"812,168",4*8,2262049
0,"816,160",8*4,3277857
0,"824,160",4*4,103941153
0,"828,160",4*4,103941153
0,"816,164",16*8,132129
0,"816,172",4*4,5375009
0,"820,172",8*4,5375009
0,"828,172",4*4,5375009
0,"800,176",4*16,164897
0,"804,176",8*4,69370913
0,"804,180",8*4,69370913
0,"804,184",8*4,69370913
0,"804,188",8*4,69370913
0,"812,176",4*4,69370913
0,"812,180",4*4,69370913
0,"812,184",4*4,69370913
0,"812,188",4*4,69370913
0,"816,176",4*8,3179553
0,"820,176",4*4,70288417
0,"820,180",4*4,70288417
0,"824,176",4*8,3179553
0,"828,176",4*4,70288417
0,"828,180",4*4,70288417
0,"816,184",8*8,33825
0,"824,184",8*4,2130977
0,"824,188",4*4,102794273
0,"828,188",4*4,102794273
0,"768,192",16*4,132129
0,"768,196",4*8,103941153
0,"772,196",4*8,103941153
0,"776,196",8*4,70386721
0,"776,200",8*4,70386721
0,"768,204",8*4,3277857
0,"776,204",8*4,3277857
0,"784,192",8*4,70321185
0,"784,196",8*4,70321185
0,"792,192",4*8,103875617
0,"796,192",4*8,103875617
0,"784,200",8*8,3212321
0,"792,200",8*4,70321185
0,"792,204",8*4,70321185
0,"768,208",4*4,102794273
0,"772,208",4*4,102794273
0,"768,212",8*4,2130977
0,"776,208",8*8,33825
0,"768,216",4*4,70288417
0,"768,220",4*4,70288417
0,"772,216",4*8,3179553
0,"776,216",8*4,2130977
0,"776,220",8*4,2130977
0,"784,208",8*4,69305377
0,"784,212",8*4,69305377
0,"784,216",8*8,2196513
0,"792,208",4*16,3245089
0,"796,208",4*8,70353953
0,"796,216",4*8,70353953
0,"800,192",8*8,33825
0,"808,192",4*4,70288417
0,"808,196",4*4,70288417
0,"812,192",4*8,3179553
0,"800,200",8*8,33825
0,"808,200",4*4,70288417
0,"808,204",4*4,70288417
0,"812,200",4*8,3179553
0,"816,192",16*4,2163745
0,"816,196",8*4,102827041
0,"824,196",8*4,102827041
0,"816,200",8*8,3212321
0,"824,200",4*8,103875617
0,"828,200",4*8,103875617
0,"800,208",4*8,70353953
0,"800,216",4*8,70353953
0,"804,208",4*8,70353953
0,"804,216",4*8,70353953
0,"808,208",4*8,102859809
0,"812,208",4*8,102859809
0,"808,216",8*4,69305377
0,"808,220",8*4,69305377
0,"816,208",4*8,5309473
0,"820,208",8*8,5309473
0,"828,208",4*8,5309473
0,"816,216",16*8,66593
0,"768,224",8*8,3212321
0,"776,224",8*4,70321185
